"x"	"variable"	"value"
410	"heat.sink"	76.3
411	"heat.sink"	76.3
412	"heat.sink"	76.3
413	"heat.sink"	76.3
414	"heat.sink"	76.3
415	"heat.sink"	76.3
416	"heat.sink"	76.3
417	"heat.sink"	76.3
418	"heat.sink"	76.3
419	"heat.sink"	76.3
420	"heat.sink"	76.3
421	"heat.sink"	76.3
422	"heat.sink"	76.8
423	"heat.sink"	76.3
424	"heat.sink"	76.3
425	"heat.sink"	76.3
426	"heat.sink"	76.3
427	"heat.sink"	76.3
428	"heat.sink"	76.8
429	"heat.sink"	76.3
430	"heat.sink"	76.3
431	"heat.sink"	76.3
432	"heat.sink"	77.4
433	"heat.sink"	76.8
434	"heat.sink"	76.3
435	"heat.sink"	76.3
436	"heat.sink"	76.3
437	"heat.sink"	77.4
438	"heat.sink"	76.8
439	"heat.sink"	76.3
440	"heat.sink"	76.3
441	"heat.sink"	76.8
442	"heat.sink"	76.3
443	"heat.sink"	76.3
444	"heat.sink"	76.3
445	"heat.sink"	76.3
446	"heat.sink"	76.8
447	"heat.sink"	76.8
448	"heat.sink"	77.4
449	"heat.sink"	76.3
450	"heat.sink"	76.3
451	"heat.sink"	77.4
452	"heat.sink"	77.4
453	"heat.sink"	76.3
454	"heat.sink"	76.3
455	"heat.sink"	76.8
456	"heat.sink"	77.4
457	"heat.sink"	76.3
458	"heat.sink"	77.4
459	"heat.sink"	76.3
460	"heat.sink"	76.3
461	"heat.sink"	77.4
462	"heat.sink"	76.3
463	"heat.sink"	76.3
464	"heat.sink"	76.3
465	"heat.sink"	77.4
466	"heat.sink"	77.4
467	"heat.sink"	76.3
468	"heat.sink"	76.3
469	"heat.sink"	77.4
470	"heat.sink"	76.8
471	"heat.sink"	77.4
472	"heat.sink"	76.8
473	"heat.sink"	77.4
474	"heat.sink"	76.8
475	"heat.sink"	76.8
476	"heat.sink"	76.3
477	"heat.sink"	77.4
478	"heat.sink"	76.8
479	"heat.sink"	76.3
480	"heat.sink"	76.8
481	"heat.sink"	76.8
482	"heat.sink"	76.8
483	"heat.sink"	77.4
484	"heat.sink"	77.4
485	"heat.sink"	76.8
486	"heat.sink"	76.8
487	"heat.sink"	77.4
488	"heat.sink"	77.4
489	"heat.sink"	76.3
490	"heat.sink"	76.3
491	"heat.sink"	77.4
492	"heat.sink"	77.4
493	"heat.sink"	76.3
494	"heat.sink"	76.3
495	"heat.sink"	77.4
496	"heat.sink"	77.4
497	"heat.sink"	77.4
498	"heat.sink"	76.8
499	"heat.sink"	77.4
500	"heat.sink"	77.4
501	"heat.sink"	77.9
502	"heat.sink"	77.4
503	"heat.sink"	77.4
504	"heat.sink"	76.8
505	"heat.sink"	77.4
506	"heat.sink"	77.4
507	"heat.sink"	77.4
508	"heat.sink"	77.4
509	"heat.sink"	77.4
510	"heat.sink"	77.4
511	"heat.sink"	77.4
512	"heat.sink"	77.4
513	"heat.sink"	76.3
514	"heat.sink"	76.8
515	"heat.sink"	77.4
516	"heat.sink"	77.9
517	"heat.sink"	77.4
518	"heat.sink"	77.9
519	"heat.sink"	77.4
520	"heat.sink"	77.4
521	"heat.sink"	77.4
522	"heat.sink"	77.9
523	"heat.sink"	77.9
524	"heat.sink"	77.4
525	"heat.sink"	77.4
526	"heat.sink"	77.4
527	"heat.sink"	77.4
528	"heat.sink"	77.4
529	"heat.sink"	77.9
530	"heat.sink"	77.4
531	"heat.sink"	77.4
532	"heat.sink"	77.4
533	"heat.sink"	77.4
534	"heat.sink"	77.4
535	"heat.sink"	77.4
536	"heat.sink"	77.4
537	"heat.sink"	76.8
538	"heat.sink"	77.4
539	"heat.sink"	77.9
540	"heat.sink"	77.9
541	"heat.sink"	77.4
542	"heat.sink"	77.4
543	"heat.sink"	77.9
544	"heat.sink"	77.4
545	"heat.sink"	77.4
546	"heat.sink"	77.4
547	"heat.sink"	77.4
548	"heat.sink"	77.4
549	"heat.sink"	77.9
550	"heat.sink"	77.4
551	"heat.sink"	77.9
552	"heat.sink"	77.9
553	"heat.sink"	77.9
554	"heat.sink"	77.4
555	"heat.sink"	77.4
556	"heat.sink"	77.9
557	"heat.sink"	77.4
558	"heat.sink"	77.4
559	"heat.sink"	77.9
560	"heat.sink"	77.4
561	"heat.sink"	78.4
562	"heat.sink"	77.4
563	"heat.sink"	77.9
564	"heat.sink"	77.4
565	"heat.sink"	77.9
566	"heat.sink"	77.4
567	"heat.sink"	77.9
568	"heat.sink"	78.4
569	"heat.sink"	77.4
570	"heat.sink"	77.9
571	"heat.sink"	77.9
572	"heat.sink"	77.9
573	"heat.sink"	78.4
574	"heat.sink"	77.9
575	"heat.sink"	77.4
576	"heat.sink"	77.4
577	"heat.sink"	77.9
578	"heat.sink"	77.9
579	"heat.sink"	77.4
580	"heat.sink"	77.9
581	"heat.sink"	78.4
582	"heat.sink"	77.4
583	"heat.sink"	76.8
584	"heat.sink"	77.9
585	"heat.sink"	77.9
586	"heat.sink"	77.4
587	"heat.sink"	77.9
588	"heat.sink"	77.4
589	"heat.sink"	77.4
590	"heat.sink"	77.9
591	"heat.sink"	77.4
592	"heat.sink"	77.9
593	"heat.sink"	77.9
594	"heat.sink"	78.4
595	"heat.sink"	77.4
596	"heat.sink"	77.9
597	"heat.sink"	77.4
598	"heat.sink"	77.9
599	"heat.sink"	77.9
600	"heat.sink"	77.9
601	"heat.sink"	77.9
602	"heat.sink"	77.9
603	"heat.sink"	77.9
604	"heat.sink"	78.4
605	"heat.sink"	77.9
606	"heat.sink"	77.9
607	"heat.sink"	77.9
608	"heat.sink"	77.9
609	"heat.sink"	77.9
610	"heat.sink"	77.9
611	"heat.sink"	77.9
612	"heat.sink"	77.9
613	"heat.sink"	77.9
614	"heat.sink"	77.4
615	"heat.sink"	77.9
616	"heat.sink"	77.4
617	"heat.sink"	77.9
618	"heat.sink"	77.9
619	"heat.sink"	77.9
620	"heat.sink"	77.9
621	"heat.sink"	77.9
622	"heat.sink"	77.9
623	"heat.sink"	77.9
624	"heat.sink"	77.9
625	"heat.sink"	77.9
626	"heat.sink"	78.4
627	"heat.sink"	78.4
628	"heat.sink"	77.9
629	"heat.sink"	77.9
630	"heat.sink"	78.4
631	"heat.sink"	77.9
632	"heat.sink"	78.4
633	"heat.sink"	77.9
634	"heat.sink"	78.4
635	"heat.sink"	77.9
636	"heat.sink"	78.4
637	"heat.sink"	77.9
638	"heat.sink"	77.9
639	"heat.sink"	77.9
640	"heat.sink"	77.9
641	"heat.sink"	78.4
642	"heat.sink"	77.9
643	"heat.sink"	78.4
644	"heat.sink"	77.9
645	"heat.sink"	78.4
646	"heat.sink"	78.4
647	"heat.sink"	77.9
648	"heat.sink"	77.9
649	"heat.sink"	78.4
650	"heat.sink"	77.9
651	"heat.sink"	77.9
652	"heat.sink"	77.9
653	"heat.sink"	78.4
654	"heat.sink"	78.4
655	"heat.sink"	78.4
656	"heat.sink"	77.9
657	"heat.sink"	77.9
658	"heat.sink"	77.9
659	"heat.sink"	78.4
660	"heat.sink"	78.4
661	"heat.sink"	78.4
662	"heat.sink"	78.4
663	"heat.sink"	77.9
664	"heat.sink"	78.4
665	"heat.sink"	78.4
666	"heat.sink"	78.4
667	"heat.sink"	77.9
668	"heat.sink"	77.9
669	"heat.sink"	77.9
670	"heat.sink"	78.4
671	"heat.sink"	78.4
672	"heat.sink"	77.9
673	"heat.sink"	77.9
674	"heat.sink"	78.4
675	"heat.sink"	78.4
676	"heat.sink"	78.4
677	"heat.sink"	77.9
678	"heat.sink"	78.4
679	"heat.sink"	77.9
680	"heat.sink"	77.9
681	"heat.sink"	77.9
682	"heat.sink"	77.9
683	"heat.sink"	77.9
684	"heat.sink"	78.4
685	"heat.sink"	77.9
686	"heat.sink"	78.4
687	"heat.sink"	78.4
688	"heat.sink"	78.4
689	"heat.sink"	78.4
690	"heat.sink"	77.9
691	"heat.sink"	77.9
692	"heat.sink"	79
693	"heat.sink"	78.4
694	"heat.sink"	78.4
695	"heat.sink"	79
696	"heat.sink"	79
697	"heat.sink"	78.4
698	"heat.sink"	78.4
699	"heat.sink"	78.4
700	"heat.sink"	78.4
701	"heat.sink"	78.4
702	"heat.sink"	78.4
703	"heat.sink"	78.4
704	"heat.sink"	78.4
705	"heat.sink"	78.4
706	"heat.sink"	78.4
707	"heat.sink"	78.4
708	"heat.sink"	78.4
709	"heat.sink"	78.4
710	"heat.sink"	78.4
711	"heat.sink"	78.4
712	"heat.sink"	78.4
713	"heat.sink"	78.4
714	"heat.sink"	78.4
715	"heat.sink"	78.4
716	"heat.sink"	78.4
717	"heat.sink"	78.4
718	"heat.sink"	78.4
719	"heat.sink"	78.4
720	"heat.sink"	78.4
